Factorisations Of Cunningham Numbers C-(5,n) = 5^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
            204738027593108331001.24687045214139234043375683501.51336267539863487576798868866296350032791001
 251     5  2^2.8325671.31005529.26764103852479605977859789033668347244841095527945553608469891055799700188967124185915\
            383179343833020181029567942183851489870543374149074879374861281447076713609
 252    38  2^4.3^3.7^2.13.19.29.31.37.43.127.379.449.601.829.883.2521.5167.7603.19531.280729.406729.519499.2161279.659\
            7973.24132781.234750601.1692416503.4661402165281.23792163643711.24587411156281.147053007410401.308942475257\
            273345172721
 253     9  2^2.8971.12207031.215556321311.332207361361.4586605887769406257148888900423581.7545874116575516393835440614\
            3932160485170968091.63639858661524160076707327760542007934944636560107530801798041
 254     9  2^3.3.509.2287.2735581.3076137716865400512817630590222174947182195052472086065321936995866231846027.1469367\
            9385278593849609206715278070972733319459651094018859396328480215743184089660644531
 255    22  2^2.11.31.71.181.409.1021.1531.1741.90271.236641.317731.466344409.654652168021.782302186051.38385602257801.
            263420722813531.1445377105917001.34563155350221618511.8198241112969626815581.131872274978634754198635541
 256    26  2^10.3.13.17.257.313.641.769.2593.11489.29423041.75068993.241931001601.3666499598977.2365320098383000329845\
            9393.96132956782643741951225664001.24171717725330873572798545219226642215966994254472458802413313
 257     4  2^2.10081392432072125477404185330039079.1070805522809036447416145957562302102703963138676046805167709979294\
            3077339934160751000520374542818770410230320438121925879590077619550184858194839
 258    20  2^3.3^2.7.31.1549.9547.18471511.327845761.558801427.1420986601.1644512641.7866608083.1628744948329.17282755\
            2198815888791.43955934961951833386625799.51349797354047205216257689.236419892853700126919767791480523
 259     9  2^2.149.19531.13971969971.8737481256739.1483253451821989.12331512430205535516641371.41532184042645222117065\
            8421326334142542846261922617410925283443238438974033992932819012017226445839135990537159
 260    26  2^4.3.11.13^2.41.53.71.131.521.5227.9161.18461.38923.87881.14402441.305175781.15188886343541.83181652304609.
            1034150930241911.15199221608544481.20986207825565581.103710473280047114159761878881220031575119001977905912\
            81
 261    15  2^2.19.31.59.829.5569.6961.35671.6717619.81131329.22125996444329.420610743056505018221215111.28870194250662\
            203210437116612769.11566136229005308986654971792863317115138766959390489944515828805834193517341
 262    11  2^3.3.263.2621.23928199.34720241.16815642611861.25080566643341653267842952512497709031897599900179635412408\
            9.23278959735865959837783914314445613074672559346722265555860894056527591481597100222820867
 263     4  2^2.1523516701711.11071435377259475546586890594518498290904712522056140871239786087990868015427228446661997\
            67976329692508527664624067804441860133113756105745980602226962031213112972265487621
 264    29  2^5.3^2.7.13.23.31.67.89.199.313.601.1453.5281.390001.595123.12207031.190771747.331660297.386478495679.1030\
            330938209.112835047682166217.6509387183417404924784917.9080418348371887359375390001.22138957109349062950504\
            85076049
 265    13  2^2.11.71.1061.5960555749.17154094481.488094322309591.1335618937071191.27145365052629449.433476504922208775\
            61107611.2663028332522257422423831182711147675076701.243639010783143748440140172149565434203189171
 266    22  2^3.3.29.191.449.761.2129.6271.9311.19531.19609.65171.213029.281429.354047.3981071.3257947519.152317058321.
            29090007107767075239783794592001366542871.49056840625827208801722752800257116962169452810887018225525330988\
            87
 267    16  2^2.31.179.1069.1133149.1652731.9807089.14597959.834019001.8157179360521.18484574880511.369718501929859.231\
            669654363683130095909.92358800604937937130124908509003639071.666305263236528922424959643161677073370809
 268    14  2^4.3.13.269.1609.20369.26399.2454335007529.604088623657497125653141.11293772630057337854244300009061892827\
            351888021.8670367881621696201246383264395739338019619427601080980701370016748806481465099715917129
 269     6  2^2.3229.4016171.32785719659723694619.619877985714925385354071699708476494017139840314433647285252229137629\
            30459022525408461747036235913612179097660870596482579273707316245828905106436905278680161
 270    38  2^3.3^4.7.11.19.31.61.71.109.163.181.271.487.521.541.829.1171.1741.4159.5167.7621.11071.31051.164701.169831.
            16018507.297315901.31472682400981.182517282870121.60081451169922001.223823944168266601.13123156944497486883\
            31.26941244373060650224561
 271     5  2^2.64993931.12987902099.7805475635127018544534763367780246871697352200098130525575062309687194105716830004\
            60160742288210762748139728300673734883074024956108922257384617810962056157368843622445299
 272    27  2^6.3.13.17^2.137.313.409.1973.3061.11489.20129.45289.623017.999329.41540861.466344409.12447002677.93889498\
            8049.1361753880209.4959636586609.17298244498006001776733260622470717119751907722059351560259725074404263356\
            882341457
 273    13  2^2.31.79.379.19531.519499.305175781.608459012088799.9680647790568589086355559.17499733663152976533452519.3\
            76909369155066379919582224252183771.147523027666865847120048686313640646589477413814689116134384333811
 274    16  2^3.3.823.2741.20551.22469.603349.48102071.121719631478506669.7642530702770043710321.7851027307722624763151.
            61562630761411218787053569.4011366712134698762723279325243498287.251755028858658462627642052961230751431
 275    22  2^2.11^2.71.101.251.401.103511.233201.511831.9384251.12207031.65628751.190295821.1234133939501.354655233566\
            701.23785874550224051.29881163609373451.43877290026688801.263235486450437228201.742440973956022588576467100\
            53170733601
 276    27  2^4.3^2.7.13.31.47.139.277.601.6211.8971.66163549.70942489.253592389.22600337281.332207361361.598761682261.
            8868050880709.42272797713043.66988220431117.403316413944121.1129448349501082362870332521.546571335200077066\
            0547109750601
 277     5  2^2.37095841.14075563135476669013895019180975816431.1971697152301083394525962284405983850708877540869169017\
            3413393368566146302056171076631074563531750795430721470242666520512602995151274078653562370611
 278    11  2^3.3.21521602057721.172694671812043.417786018853823.2459716746919477501.6789441546024769741462601111.13476\
            012762896826693076454784079583396699156093189.24550591546653776667941845268908441565415743319193209001
 279    13  2^2.19.31^2.829.1861.148429.878851.247114592858611.625552508473588471.172974812463239310024750410929.261947\
            5147786243221682441564765834085031894176855868169779152514905083781606453302669371739151283560390355875491
 280    30  2^5.3.11.13.29.41.71.211.241.281.313.449.521.631.4201.9161.19531.15216601.85280581.234750601.632133361.4698\
            932281.59509429687890001.514845603025661988644048801.13148832195720299503896018648521.245548747982209868646\
            43786538129965751201
 281     4  2^2.631100202961413821.101956027848535575605621348178496229789109296545259531324995568835139817231160042189\
            84955825032305432898964333146255670715061564908151853501866060734987406159465751290832144211261
 282    17  2^3.3^2.7.31.283.1129.2069.15888756269.24048335089.37516308093487.3602372010909260861.177635683940025046467\
            781066894531.83401839008933340130657770875911981.1628616062391766307946794457358012572688993156677292239281\
            4390121
 283    10  2^2.1699.451669.113334709.416742821994932569.33926661157694104397239.1503555624642039390353881.871758525351\
            7894966154284413195420314854559.9980439963766419155720604259927268667421338156316977178671036630602515901
 284    18  2^4.3.13.569.853.4261.72497533.8367932201.200771218157.554474665573.1095832589179957.5747338499820296170481.
            288231038713838413442281.1092822132265806461035989014934429610237.18607929421228039083223253529869111644362\
            732899
 285    20  2^2.11.31.71.181.191.571.1741.2851.6271.30211.3981071.4113691.260930841421.1245576402371959291.116003218789\
            16922053491.11735415506748076408140121.92757923249442703145312616943985191.13313298592524787082610799540890\
            6787732115039491
 286    19  2^3.3.23.67.5227.5281.38923.2010581.12207031.305175781.2253938672701.24615836446631.567618483045329.5313056\
            6763791958299.3028704600213534236926361.115878974164753927617074729.460183952753824357170225842292658707895\
            690816315909
 287     9  2^2.19531.10690751.203375089.2238236249.5079304643216687969.1038891585945814650631.200456612648502497143478\
            864083019776355872078643714969425922111151726966764329055421646037788009839817261530990040185377073764266169
 288    34  2^7.3^3.7.13.17.19.31.37.73.97.313.601.829.1297.2593.5167.11489.390001.543097.6597973.29423041.1503418321.1\
            52587500001.240031591394168814433.2739177855667309845605995807633.12621774483536188886587657044524576122057\
            624161243438720703125000001
 289     9  2^2.409.17341.81053519.466344409.27605542907603789.9027110169772242694759.376227148450083768794287808130550\
            87463805851753114046875066243488323742538151984814426139261643095244959654432633583780200141617092479941969
 290    19  2^3.3.11.59.71.521.35671.1461311.5096867.98047293061.3532907090761.6090817323763.17149742984461.22125996444\
            329.2158365113981511371558358567665231.488654500355218081336311051543759628081.3889173693212301488618621218\
            56409329475801
 291    11  2^2.31.389.8731.264811.15247819.65482996292971.425798685220729.15315980566030156802461375499380728815148968\
            6913246436306439.346110338349957657907754852504242768969252187579325613382989551714201284206748990495430134\
            20771
 292    17  2^4.3.13.293.4853479.5729041.27133517.84128413.63554310563.777612767772190289.3570677866897550288203.772557\
            938155429260697128053.9519524151770349914726200576714027279.83444903937506307499012871042158205119704061635\
            459618689
 293     7  2^2.1759.520369.224108738217451.88957588316686547560127731.860859412604840071601113382311507406967004303126\
            83094584213613181283345372986143196903911684962291372442152047648269091385526900596218615270866093785234931
 294    27  2^3.3^2.7^3.29.31.43.127.379.449.7603.19531.519499.24556351.49105547.1866013003.5071357999.9887502829.20358\
            95040229.2481357870461.203906616815994386234329833781.227376585863531112677002031251.7469667363102313097848\
            98470362787834256167309467
 295    12  2^2.11.71.842521.1448181445390051.21180247636732981.485704102682442915241.2047572230657338751575051.6264826\
            343527027047964986594326671.518296235855705338941070620384184046952751.602569870130356340041301189137914099\
            612705691
 296    21  2^5.3.13.149.313.3257.9103.9769.40849.3542233.29010221.13971969971.8737481256739.10044059578457.45920153384\
            867.510241095096183757930733363918820917976121.386351092900612873139777599710627862374177787331266972225815\
            987845011959800953
 297    20  2^2.19.31.109.199.271.829.4159.31051.143551.1049599.1731511.12207031.386478495679.22542470482159.1535603763\
            76050799.1730583185128108939.101367829967676409195407966079.35439249871138106051459300028827472981172278642\
            43768950135267181263023179
 298    11  2^3.3.85229.4394309.12703371381749.1084802496290323.864203844381482464122519761.523619179357722602019948337\
            4350559063.350324616081204267730932395822479032820065485469128942939267070972447770671465150371659547090530\
            39550781
 299    11  2^2.599.8971.71761.1076401.305175781.332207361361.7752619982267966542535041531665354400879.4483622187767180\
            916663396803931609479674368941155912707479.1678047419028334623649291231020241554165865621526275019872244239\
            8037888879
 300    42  2^4.3^2.7.11.13.31.41.61.71.101.151.181.251.401.521.601.1741.1901.2281.3301.7621.9161.14401.118801.239201.1\
            989151.9384251.20775901.24665701.49892851.69566521.149439601.183794551.424256201.50150933101.89620825374601.
            299541552154912341601.19175675206152077061206122104001
 301     9  2^2.19531.66221.1644512641.3595452428681.172827552198815888791.453098474981964966729037498128705243871.1024\
            69532898628206999249982523313453390499748397710462843711238131417495086634347448579068388155316694316910737\
            0165052251
 302    12  2^3.3.1175989.2237519.43367201.389439261961.12799319666401.2843809592323334251225153490677489.2348083506831\
            9558820315540345862729.134635011407662774043964852540087085944692582100287012966038193615665047059975560167\
            25618172841821
 303     9  2^2.31.126463111.5937018283241.3434487311396589821473854121.483593153887747265029536907421.8974497971905086\
            11732321830427288714681382628177991026939.44218617176155577827323999570958674648409810232739610813544442298\
            4734682149
 304    27  2^6.3.13.17.191.313.457.761.6271.11489.14897.19609.213029.3981071.4189729.4885168129.2864226125209369.11524\
            380579073027969.21363981507860375753.21654472202540732126905077281.101284922414513827611672455293249.615506\
            112662870422746709179075698731217
 305    14  2^2.11.71.1831.2441.8419.1884901.918585913061.1786560207910631.117369445599178322177831741.1401941793071718\
            98833699259.282652835579996912219434560073594541.9071086305500491502775134781075443481396308524478681731928\
            72357776247941286941
 306    31  2^3.3^3.7.19.31.103.307.409.829.3061.4591.5167.6427.8467.90271.317731.528667.6297787.26481241.41540861.4663\
            44409.45618058027.60119016343.654652168021.360143672909416579.285963691592722767421088565601855215949.22444\
            466626277271120628423571194332041248441
