Factorisations Of Cunningham/Mersenne Numbers C-(2,n) = M(n) = 2^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
 368    15  3.5.17.47.257.277.1013.1657.30269.178481.2796203.43717618369.549675408461419937.3970299567472902879791777.2\
            91280009243618888211558641
 369     8  7.73.13367.3887047.164511353.6376386802464073.177722253954175633.242930150369581725249341464475421249205592\
            384370695685937
 370    12  3.11.31.223.1481.1777.25781083.28136651.616318177.1587855697992791.7248808599285760001152755641.77842936539\
            7887608540618330873281
 371     9  127.743.2969.6361.69431.20394401.63781899287.204712366597949333831.1459803371556344442852325238769793184514\
            64756266456641329
 372    17  3^2.5.7.13.373.5581.8681.49477.384773.529510939.715827883.2147483647.2903110321.951088215727633.65881228865\
            3553079.4611545283086450689
 373     2  25569151.75244034649735698314232744954645732774864489793411429189941142898299033603966249676630335495957707\
            8458241
 374     9  3.23.89.683.43691.131071.707983.1032670816743843860998850056278950666491537.2191165825376888084750157716424\
            579062015865776131
 375    11  7.31.151.601.751.1801.100801.10567201.269089806001.4710883168879506001.213973102046405409252060959245994070\
            6818275139793055476751
 376    15  3.5.17.283.2351.3761.4513.13264529.1198107457.7484047069.23592342593.165768537521.140737471578113.450194662\
            5921233.181352306852476069537
 377     8  233.1103.2089.5279.8191.148055441.359661017.249018815918315199700031851161772880156221637084521986234342836\
            024160025575777017
 378    23  3^4.7^2.19.43.73.127.337.379.5419.87211.92737.119827.262657.649657.1560007.77158673929.127391413339.5620214\
            3607667.207617485544258392970753527
 379     2  180818808679.6809649408891001685768937590233308625949604176033855796938978177320539702698633946720428389517\
            879894953
 380    20  3.5^2.11.31.41.191.229.457.761.2281.54721.174763.524287.525313.420778751.30327152671.276696631250953741.241\
            6923620660807201.3011347479614249131
 381     6  7.2287.15241.349759.170141183460469231731687303715884105727.33921287859621179611077032354135328149412728532\
            0354524672773903
 382     7  3.383.7068569257.39940132241.332584516519201.87274497124602996457.10461836225644467939726315705346110693503\
            92574077339085483
 383     5  1440847.7435494593.503823044204581129045587727.15174923558680812616818436353130417.240522700235167893496900\
            256599634325263
 384    20  3^2.5.7.13.17.97.193.241.257.641.673.769.65537.274177.6700417.22253377.67280421310721.18446744069414584321.
            442499826945303593556473164314770689
 385    13  23.31.71.89.127.881.3191.55441.122921.201961.1971764055031.581283643249112959.31055341681190444478126719755\
            965134571151473925765532041
 386     9  3.6563.13821503.35679139.1871670769.7455099975844049.1280761337388845898643.61654440233248340616559.1473226\
            5321145317331353282383
 387    10  7.73.431.9719.2099863.11492353.22763003975641.6834040335349578249140287.11053036065049294753459639.35489505\
            81098263559084652467359
 388    16  3.5.389.971.1553.3881.4657.5821.11447.31817.3555339061.4959325597.394563864677.17637260034881.1100876018364\
            883721.13842607235828485645766393
 389     3  56478911.4765678679.468443526663616123257893284760433172688426941530621962127964287695493323653767753584904\
            0755779223719
 390    19  3^2.7.11.31.79.131.151.331.2731.8191.107251.121369.409891.7623851.22366891.145295143558111.5714039211260769\
            57182161.134304196845099262572814573351
 391     6  47.37537.131071.178481.25806248225716242845491832244899635927231330561.473529906275104783462934894747676664\
            2710028552319600543
 392    19  3.5.17.29.43.113.127.197.7057.273617.1007441.15790321.375327457.19707683773.1405628248417.4363953127297.443\
            2676798593.4981857697937.364565561997841
 393     7  7.263.36093121.51118297.58352641.10350794431055162386718619237468234569.98333046144553025784309642808939555\
            12223415028355534287
 394     6  3.7487.197002597249.1348959352853811313.251951573867253012259144010843.268288039979128869297108670418919894\
            90486893845712448833
 395     8  31.2687.12641.202029703.5435488351.16203007441.1113491139767.3868132159624916546905272573063237265865977199\
            403213448652782202624081
 396    29  3^3.5.7.13.19.23.37.67.73.89.109.199.397.683.2113.5347.20857.42373.153649.235621.312709.599479.4327489.3305\
            7806959.8463901912489.15975607282273.242099935645987
 397     9  2383.6353.50023.53993.202471.5877983.814132872808522587940886856743.1234904213576000272542841146073.6597485\
            910270326519900042655193
 398     4  3.164504919713.4884164093883941177660049098586324302977543600799.267823007376498379256993682056860433753700\
            498963798805883563
 399    11  7^2.127.337.32377.73417.83791.524287.1212847.163537220852725398851434325720959.2972461473987634412501081743\
            3703775877960388838436140673
 400    26  3.5^3.11.17.31.41.101.251.257.401.601.1601.1801.4051.8101.25601.61681.268501.340801.2787601.82471201.317338\
            9601.4278255361.432363203127002885506543172618401
 401     4  856971565399.2136958965524920285681.594538100848945223169882301931953.4743358775443804666040010704534780418\
            840545962266329593
 402    14  3^2.7.1609.2011.9649.22111.6324667.7327657.193707721.761838257287.6713103182899.59151549118532676874448563.
            87449423397425857942678833145441
 403     5  8191.45137.2147483647.8532838289.30492656083232070333545250404208633724007272729266041813363150824000001355\
            98108701713853477087
 404    10  3.5.809.9491060093.5218735279937.7432339208719.600503817460697.341117531003194129.53425037363873248657.8451\
            00400152152934331135470251
 405    16  7.31.73.151.271.631.2593.23311.71119.262657.348031.537841.97685839.49971617830801.11096527935003481.1764566\
            5556213400107370602081155737281406841
 406    14  3.43.59.127.233.1103.2089.136417.3033169.121793911.596834617.3692022713.252715814615565962418688965855731.1\
            1348055580883272011090856053175361113
 407     8  23.89.223.3257.616318177.3068001817.1826375940722234754636475033.643749647894257590237951234206052183083709\
            31223311543823123770088423
 408    29  3^2.5.7.13.17^2.103.137.241.307.409.953.2143.2857.3061.6529.8161.11119.13669.26317.43691.131071.354689.4093\
            2193.1326700741.1467129352609.2879347902817.737539985835313
 409     3  4480666067023.76025626689833.388119657591324467371942577087124648789568693795169094445383858676407269513158\
            6617955811936945129
 410    11  3.11.31.83.13367.2940521.164511353.8831418697.70171342151.3655725065508797181674078959681.21258205633894375\
            33390243893834597846757304863651
 411     7  7.823.27261904199932321.32032215596496435569.5439042183600204290159.647923469936355993348337.29829160956002\
            8759691116319707152042481
 412    11  3.5.41201.17325013.520379897.2550183799.415141630193.473000157711296729.8142767081771726171.397665642994143\
            8590393.117070097457656623005977
 413     6  127.179951.2006647231.3203431780337.6774027833473375976915021445395839.212567437519273702206309523771055765\
            70016395501658460697868351
 414    17  3^3.7.19.47.73.139.79903.178481.2796203.634569679.168749965921.2232578641663.10052678938039.42166482463639.
            6113142872404227834840443898241613032969
 415     8  31.167.470933694191.3028917598961.130666175908831.57912614113275649087721.32367218471375835379289471.467822\
            47616476922972329742136208001
 416    18  3.5.17.53.157.257.1613.2731.8191.65537.858001.928513.308761441.18558466369.23877647873.21316654212673.71566\
            8470267111297.78919881726271091143763623681
 417     5  7.5625767248687.7606017793609.123876132205208335762278423601.9121860314802631535729338714627536721870308627\
            534265066967795115502591
 418    12  3.23.89.419.683.174763.524287.94803416684681.1512348937147247.3410623284654639440707.5346950541323960232319\
            657.1607792018780394024095514317003
 419     5  839.903780021613921.5800422716722833271214743.10287968884341772230096159036619433593.2991949084859853182506\
            0153417921002916701815927
 420    37  3^2.5^2.7^2.11.13.29.31.41.43.61.71.113.127.151.211.281.331.337.421.1321.1429.5419.14449.29191.86171.106681.
            122921.152041.664441.1564921.7416361.47392381.146919792181.1041815865690181
 421     2  614002928307599.8819779591697258388298117725624832271141577326602771028307143781815455970700534027206522451\
            123308835472505327249
 422     9  3.4643.15193.9878177.5344743097.199061567251.60272956433838849161.22481127512575175864234185190299.35938757\
            04495823757388199894268773153439
 423     9  7.73.2351.4513.13264529.4375578271.646675035253258729.1617189999730415801728461273583.658225753007756587728\
            54198368766558032903129506601623
 424    14  3.5.17.107.6361.69431.15358129.20394401.586477649.1692645313.28059810762433.1801439824104653.10920513604018\
            498900801.20946001591429012199281424246257
 425     6  31.601.1801.131071.9520972806333758431.20692375027164647949858161055509823963390122598003360453488306592874\
            29006970383760001800897298401
 426    15  3^2.7.5113.17467.66457.102241.228479.48544121.56409643.212885833.13952598148481.2849881972114740679.4205268\
            574191396793.203525545766301306933226271929
 427     4  127.33282089.2305843009213693951.35560193412972319062061768261639727517478499914167548496031688280584977077\
            562191671059223282469465959
 428    10  3.5.643.857.843589.8174912477117.23528569104401.37866809061660057264219253397.84115747449047881488635567801.
            162259276829213363391578010288127
 429    13  7.23.79.89.8191.121369.599479.724153.17286204937.158822951431.5782172113400990737.1065107717756542892882802\
            586807.167833515549285827885461382441449
 430    13  3.11.31.431.1721.9719.2099863.9084611.731516431.514851898711.2932031007403.297927289744047764444862191.5990\
            4608378705661377430182608711698924130721
 431     8  863.3449.36238481.76859369.558062249.4642152737.142850312799017452169.1807482391092819529831423005040763105\
            191863029850140579776353298087457
 432    29  3^4.5.7.13.17.19.37.73.97.109.241.257.433.577.673.38737.87211.246241.262657.279073.33975937.209924353.42613\
            83649.487824887233.138991501037953.24929060818265360451708193
 433     4  22086765417396827057.737748363812546584876297.5028667832511715101284999.27070407885773434424020052805589759\
            5961633472511075822112527121
 434    11  3.43.127.5209.62497.16233337.715827883.2147483647.6268703933840364033151.378428804431424484082633.140508608\
            590164280225934233098866842745808905947
 435    11  7.31.151.233.1103.2089.4177.9857737155463.256582225885581001782477601.2679895157783862814690027494144991.17\
            8137551056208627463817592059032323866951
 436    11  3.5.5669.104124649.666184021.745988807.74323515777853.1746518852140345553.171857646012809566969.87003598609\
            8720987332873.2077756847362348863128179
 437     7  47.178481.524287.3198841.5579617.6203145044672921.728853407707467208421993458966504139019157860437186335406\
            130262344738292438484569798131887
 438    13  3^2.7.439.1753.3943.2298041.9361973132609.9070197542196643.671165898617413417.1795918038741070627.481531461\
            5204347717321.3278244690156222434135906137
 439     4  104110607.127321491658223.122551752733003055543.87388014683364219037352552093677079684538202999785521940228\
            5283144955696825577908510162169
 440    28  3.5^2.11^2.17.23.31.41.89.353.397.683.881.2113.2971.3191.61681.109121.148721.201961.48912491.2931542417.340\
            4676001.415878438361.3630105520141.11035465708081.2546717317681681
 441    15  7^3.73.127.337.92737.126127.309583.649657.5828257.4432676798593.2741672362528725535068727.44875337533463058\
            38985313.7086423574853972147970086088434689
 442    10  3.443.1327.2731.8191.43691.131071.4714692062809.4507513575406446515845401458366741487526913.236545439841839\
            9772605086209214363458552839866247069233
 443     3  887.207818990653657.123219439267346362049744425289349676468781136823956005602631224069302162695430546376768\
            705960936201429580820215522273
 444    23  3^2.5.7.13.149.223.593.1777.3109.3331.17539.321679.25781083.26295457.184481113.231769777.319020217.61631817\
            7.1398316729.4345052821.107775231312019.1453030298001690873541
 445     5  31.2671.618970019642690137449562111.1460384540571001412284141831845453026637206635511.121387969700961766784\
            0625625239307278583085260903037111
 446     9  3.18287.196687.1466449.2916841.219256122131.1469495262398780123809.596242599987116128415063.204934959209050\
            43950407650450918171260318303154708405513
 447     4  7.86656268566282183151.8235109336690846723986161.7275128486908878879530163172890636289469529987572970128743\
            0721838248329952225963533888951
 448    20  3.5.17.29.43.113.127.257.449.641.2689.5153.65537.6700417.15790321.183076097.54410972897.358429848460993.167\
            773885276849215533569.37414057161322375957408148834323969
 449     5  1256303.6871197486841.3578620616468306981503.526385733768051189441947168504909159.8939669339254589566830380\
            1721053258296972567022618106513441
 450    26  3^3.7.11.19.31.73.151.251.331.601.631.1801.4051.23311.100801.115201.617401.10567201.18837001.1348206751.471\
            4696801.1133836730401.13861369826299351.281941472953710177758647201
 451     9  23.89.13367.18041.216481.164511353.9718704501529.538939720215834697.631468102073397181625664049882061790644\
            61273050603002917638397126970137660970487
 452    15  3.5.227.3391.23279.48817.58309.65993.1868569.2362153.636190001.1066818132868207.491003369344660409.15079116\
            213901326178369.10384593717069655112945804582584321
 453     8  7.18121.55871.165799.2332951.790468905817.7289088383388253664437433.147256969798493361035009384462311662374\
            3774608299938377008397129155903438335887
 454     6  3.297371.26986333437777017.3454631579714210387.69982170658265444713117545258712031103399659.799217773820597\
            9626491506950867720953545660121688631
 455    11  31.71.127.911.8191.122921.200201.112901153.23140471537.145295143558111.477479745360834380327098898433221409\
            8351782527747577456028391624903856636676854631
 456    25  3^2.5.7.13.17.229.241.457.571.1217.32377.90289.131101.148961.160969.174763.524287.525313.1212847.160465489.
            9036489073.275415303169.24517014940753.29034057164920993379000074993
 457     2  150327409.2475539419689929784935319344449409898291165097323714578650943035813830300993611462717419801770460\
            539016610145009605554380104535919
